num	attraction	ranking	rating	review_num	address	street	locality	category	phone	duration	hours	neighborhood	description	tags	languages	sitelink
27	Wallace Collection	#46	4.5 	5,823	Hertford House Manchester Square | Manchester Square, London W1U 3BN, England	Hertford House Manchester Square	London W1U 3BN, 	 Historic Sites, Art Museums, Museums, Sights & Landmarks	+44 20 7563 9500	"missing"	Closed Now Sun - Sat10:00 AM - 5:00 PMHours Hours Today: 10:00 AM - 5:00 PM	Marylebone	Both a national museum and a prestigious private collection of art bequeathed by Lady Wallace in 1897, this attraction features one of the world's best collections of French 18th-century pictures, porcelain and furniture, plus a fantastic array of 17th-century paintings.	laughing cavalier; oxford street; hertford house; covered courtyard; french furniture; frans hals; old masters; fine art; afternoon tea; famous paintings; small museum; works of art; treasure trove; free entry; beautiful building; couple of hours; national gallery	English (4,821); French (244); Italian (177); Spanish (159); Japanese (120); Portuguese (105); Chinese (Sim.) (70); Chinese (Trad.) (70); Russian (46); German (35); Dutch (31); Korean (25); Swedish (15); Greek (6); Hebrew (6); Polish (6); Danish (5); Norwegian (5); Finnish (4); Turkish (4); Arabic (3); Czech (2); Indonesian (2)	/Attraction_Review-g186338-d187558-Reviews-Wallace_Collection-London_England.html
40	Royal Opera House	#62	4.5 	2,564	Covent Garden, London WC2E 9DD, England	Covent Garden	London WC2E 9DD, 	 Ballets, Operas, Theaters, Concerts & Shows, More 	+44 20 7304 4000	Suggested Duration: 1-2 hours	"missing"	Covent Garden	Built in 1732, this well-known theater is the home to the Royal Ballet and Royal Opera, which regularly features world famous stars and performances throughout the year.	swan lake; covent garden; backstage tour; la traviata; sleeping beauty; paul hamlyn; amphitheatre restaurant; floral hall; ballet dancers; balconies restaurant; orchestra stalls; champagne bar; alice in wonderland; beautiful building; behind the scenes; roh; interval	English (1,994); Portuguese (147); Chinese (Trad.) (88); Spanish (88); Russian (71); Japanese (70); Italian (59); German (52); French (42); Korean (9); Dutch (6); Swedish (6); Greek (5); Danish (4); Norwegian (4); Polish (3); Indonesian (1); Turkish (1)	/Attraction_Review-g186338-d188482-Reviews-Royal_Opera_House-London_England.html
28	City of London Distillery	#47	4.5 	327	22 - 24 Bride Lane, London EC4Y 8DT, England	22 - 24 Bride Lane	London EC4Y 8DT, 	 Distilleries, Food & Drink	+44 20 7936 3636	Suggested Duration: 2-3 hours	Open Now Mon - Fri12:00 AM - 11:00 PMSat4:00 PM - 11:00 PMHours Hours Today: 12:00 AM - 11:00 PM	City of London	The City of London Distillery is a unique combination of a working gin distillery and a speakeasy style cocktail bar - called the COLD bar. We're open from 12:00 mid-day until 11 pm (Mon-Fri) and from 4 to 11 pm (Sat) and welcome visitors to take a tour of the distillery, enjoy a gin-tasting or masterclass, make their own bottle of gin in our distilling classes or just chill-out in the bar taking in the ambiance and aroma of gin that hangs in the air.	gin making; gin and tonic; great gin; lab experience; fleet street; gin tour; christopher wren; distilling process; london dry gin; pink grapefruit; tasting room; g ts; square mile; informative tour; excellent tour; great afternoon; birthday treat	English (314); German (5); Italian (2); Dutch (1); Finnish (1); Japanese (1); Portuguese (1); Spanish (1); Swedish (1)	/Attraction_Review-g186338-d3879587-Reviews-City_of_London_Distillery-London_England.html
29	Wigmore Hall	#48	5.0 	129	36 Wigmore Street, London W1U 2BP, England	36 Wigmore Street	London W1U 2BP, 	 Theaters, Concerts & Shows	+44 20 7935 2141	Suggested Duration: 2-3 hours	Closed Now Sun - Sat11:00 AM - 10:00 PMHours Hours Today: 11:00 AM - 10:00 PM	Marylebone	Wigmore Hall has been providing London with a unique venue to experience exceptional performances from the world’s leading classical musicians for over 100 years. From contemporary pieces and new commissions, to early music and baroque, and late night Jazz or extraordinary instrumental recitals, Wigmore Hall offers a diverse and supreme range of music and performance at an unrivalled level of excellence. Wigmore Hall is set apart by the intimacy of the experience and the clarity of the acoustic in our iconic auditorium. Nowhere else in London can get as up close and personal to the performers and musicians than at Wigmore Hall. If it is your first time visiting, or your fivehundreth time, each new season is packed with something for every age and musical taste. Come to Wigmore Hall to experience the exceptional world of classical music and intimate chamber performances. Wigmore Hall Learning gives people of all ages, backgrounds and abilities opportunities to take part in creative music making. Our wide range of innovative projects and events connect children, families, schools, young people and adults with music, both in the community and at the Hall.	chamber music; wonderful acoustics; piano concert; sunday morning coffee; young musicians; great concert venue; jewel box; pre concert; monday lunchtime; bbc radio; oxford circus; audience members; great sound; intimate venue; comfortable seats; west end; artists	English (120); Japanese (3); French (2); Italian (2); Dutch (1); Russian (1)	/Attraction_Review-g186338-d522999-Reviews-Wigmore_Hall-London_England.html
30	Old Royal Naval College	#50	4.5 	1,819	London SE10 9NN, England	"missing"	London SE10 9NN, 	 Historic Sites, Architectural Buildings, Churches & Cathedrals, Sights & Landmarks, More 	+44 20 8269 4799	Suggested Duration: 1-2 hours	Closed Now Sun - Sat10:00 AM - 5:00 PMHours Hours Today: 10:00 AM - 5:00 PM	Greenwich	The Old Royal Naval College (ORNC) is Sir Christopher Wren's riverside masterpiece and one of London's most popular attractions. The iconic buildings stand on the site of Greenwich Palace, Henry VIII's favourite royal residence, and were originally designed as a refuge for old and injured sailors. The buildings and grounds are open daily and include the Painted Hall, Chapel and Discover Greenwich Visitor Centre. Admission is free.	painted ceiling; once in a lifetime; conservation work; hard hat; sistine chapel; sir james; unique opportunity; cutty sark; knowledgeable guide; queen's house; greenwich park; guided tour; excellent tour; beautiful building; free entry; scaffolding; restoration	English (1,658); Chinese (Sim.) (73); Chinese (Trad.) (73); Portuguese (34); Spanish (31); French (21); Italian (21); Japanese (14); Russian (13); German (6); Korean (5); Polish (2); Swedish (2); Arabic (1); Czech (1); Dutch (1); Indonesian (1); Turkish (1)	/Attraction_Review-g186338-d211646-Reviews-Old_Royal_Naval_College-London_England.html
31	The Courtauld Gallery	#52	4.5 	3,300	Somerset House Strand | Somerset House, London WC2R 0RN, England	Somerset House Strand	London WC2R 0RN, 	 Art Museums, Museums	+44 20 7848 2526	Suggested Duration: 1-2 hours	Closed Now Sun - Sat10:00 AM - 6:00 PMHours Hours Today: 10:00 AM - 6:00 PM	Trafalgar Square / Embankment	The Courtauld Gallery is one of the finest small museums in the world. Its collection stretches from the early Renaissance into the 20th century and is particularly renowned for the unrivalled collection of Impressionist and Post-Impressionist paintings. The Gallery also holds an outstanding collection of drawings and prints and fine example of sculpture and decorative arts.	somerset house; van gogh; impressionist paintings; small collection; permanent collection; bandaged ear; egon schiele; great collection; art lovers; works of art; famous artists; ice rink; worth a visit; on display; beautiful building; entrance fee; couple of hours	English (2,580); Italian (193); French (142); Japanese (92); Chinese (Sim.) (90); Chinese (Trad.) (90); Spanish (84); Portuguese (52); Korean (41); Russian (36); German (29); Dutch (23); Danish (4); Greek (4); Norwegian (4); Swedish (3); Polish (2); Turkish (2); Arabic (1); Czech (1); Finnish (1); Hebrew (1); Indonesian (1)	/Attraction_Review-g186338-d1632504-Reviews-The_Courtauld_Gallery-London_England.html
32	Regent's Park	#51	4.5	5,554	Chester Road, London NW1 4NR, England	Chester Road	London NW1 4NR, 	 Nature & Parks	+44 300 061 2300	"missing"	"missing"	Regent's Park / Kings Cross	"missing"	london zoo; rose garden; boating lake; the open air theatre; primrose hill; inner circle; queen mary's gardens; formal gardens; flower beds; beautiful flowers; green space; camden town; sunny day; lovely walk; picnic; stroll; bloom	English (3,177); Spanish (511); Portuguese (492); Italian (474); French (361); German (115); Japanese (95); Chinese (Sim.) (83); Chinese (Trad.) (83); Russian (60); Dutch (52); Swedish (35); Korean (34); Arabic (24); Norwegian (17); Greek (16); Danish (15); Hebrew (15); Turkish (14); Polish (8); Czech (5); Hungarian (3); Finnish (2); Indonesian (2); Slovak (2); Thai (1)	/Attraction_Review-g186338-d187675-Reviews-Regent_s_Park-London_England.html
48	Two Temple Place	#69	4.5 	154	2 Temple Place, London WC2R 3BD, England	2 Temple Place	London WC2R 3BD, 	 Specialty Museums, Museums	+44 20 7836 3715	"missing"	"missing"	Trafalgar Square / Embankment	"missing"	william waldorf astor; open to the public; stained glass windows; current exhibition; free exhibition; late victorian; vanessa bell; duncan grant; jazz age; wonderful building; astor family; gothic mansion; annual exhibition; wood carvings; architectural gem; victoria embankment; cornish artists	English (144); French (3); Italian (2); Arabic (1); Chinese (Trad.) (1); German (1); Portuguese (1); Spanish (1)	/Attraction_Review-g186338-d6580320-Reviews-Two_Temple_Place-London_England.html
719	Abraham Lincoln: The Man	#748	4.0	19	Parliament Square, London SW1P 3BD, England	Parliament Square	London SW1P 3BD, 	 Monuments & Statues, Points of Interest & Landmarks, Sights & Landmarks	"missing"	"missing"	"missing"	Westminster	"missing"	parliament square; supreme court; bronze statue; statesman; president; leader; company	English (13); German (2); Italian (2); Japanese (2)	/Attraction_Review-g186338-d10920113-Reviews-Abraham_Lincoln_The_Man-London_England.html
33	The Charterhouse	#54	5.0 	145	The Charterhouse Charterhouse Square, London EC1M 6AN, England	The Charterhouse Charterhouse Square	London EC1M 6AN, 	 History Museums, Museums	+44 20 3818 8873	Suggested Duration: 1-2 hours	Closed Now Tue - Sun11:00 AM - 4:45 PMHours Hours Today: 11:00 AM - 4:45 PM	Clerkenwell	"The Charterhouse has been living the nation’s history since 1348. Founded as a medieval monastery of the Carthusian order, the site became a Tudor mansion, a boys’ school, and an almshouse, which it remains to this day. We provide accommodation for over 40 individuals known as ‘Brothers’ who form part of the community alongside staff, private and commercial tenants, and residents of the Infirmary.
Our historic and peaceful 7 acre site is an inspiring location for filming and private events. In late January 2017 we opened our doors to the public for the first time in our 660 year history as part of the Revealing the Charterhouse project.
Come and discover our fascinating story revealed through our new museum and learning programme; explore the site during a paid tour; and relax with tea and homemade cake in our cafe. We look forward to welcoming you."	standard tour; small museum; guided tour; charterhouse square; open to the public; steeped in history; tudor mansion; smithfield market; farringdon station; beautiful chapel; alms house; boys school; plague victims; history dating back; significant history; young guide; burial ground	English (140); Japanese (2); Arabic (1); Italian (1); Swedish (1)	/Attraction_Review-g186338-d215389-Reviews-The_Charterhouse-London_England.html
34	Hampstead Heath	#55	4.5 	1,403	Hampstead Lane | Jcn of East Heath Road, London NW3 7JP, England	Hampstead Lane	London NW3 7JP, 	 Nature & Wildlife Areas, Nature & Parks	+44 20 7332 3322	"missing"	Open Now Sun - Sat12:00 AM - 11:59 PMHours Hours Today: 12:00 AM - 11:59 PM	"missing"	"missing"	kenwood house; parliament hill; dog walkers; golders hill park; kite flying; beautiful park; green space; huge park; nice walk; london skyline; sunny day; walk around; woods; picnic; nature; lakes; paths	English (1,098); Chinese (Trad.) (65); Italian (53); Japanese (41); Spanish (41); French (37); German (33); Korean (24); Russian (24); Portuguese (16); Dutch (10); Swedish (6); Polish (4); Arabic (3); Greek (3); Hungarian (3); Indonesian (3); Danish (1); Norwegian (1)	/Attraction_Review-g186338-d211768-Reviews-Hampstead_Heath-London_England.html
35	Sipsmith Distillery	#56	4.5 	139	83 Cranbrook Road | Chiswick, London W4 2LJ, England	83 Cranbrook Road	London W4 2LJ, 	 Distilleries, Food & Drink	+44 20 8747 0753	Suggested Duration: 1-2 hours	"missing"	"missing"	"missing"	gin and tonic; london dry gin; distilling process; christmas present; princess victoria; gin making; lemon drizzle; great gin; tasting session; master distiller; g ts; informative talk; charlotte's bistro; learning how; facts and figures; district line; husbands birthday	English (138); German (1)	/Attraction_Review-g186338-d7909811-Reviews-Sipsmith_Distillery-London_England.html
36	The Magic Circle	#57	4.5	195	12 Stephenson Way, London NW1 2HD, England	12 Stephenson Way	London NW1 2HD, 	 Theaters, Specialty Museums, Concerts & Shows, Museums	+44 20 7387 2222	"missing"	"missing"	"missing"	"missing"	christmas show; front row; fantastic evening; split into groups; paul daniels; slight of hand; great magicians; mind reading; live magic; hocus pocus; museum downstairs; lots of audience participation; main theatre; great fun for all the family; evening's entertainment; own eyes; spend an evening	English (186); French (4); Italian (3); Arabic (1); Portuguese (1)	/Attraction_Review-g186338-d3533244-Reviews-The_Magic_Circle-London_England.html
37	Highgate Cemetery	#59	4.5 	1,242	Swains Lane | Highgate, London N6 6PJ, England	Swains Lane	London N6 6PJ, 	 Cemeteries, Sights & Landmarks	+44 20 8340 1834	Suggested Duration: 2-3 hours	"missing"	"missing"	Beautiful Victorian cemetery near to Hampstead Heath. Highgate Cemetery has some of the finest funerary architecture in the country. It is a place of peaceful contemplation where trees, memorials and wildlife flourish.	karl marx; guided tour; douglas adams; waterlow park; buried here; west tour; interesting graves; resting place; both sides; famous names; northern line; victorian era; self guided; entrance fee; fascinating place; knowledgeable guide; wander around	English (962); Italian (82); Chinese (Sim.) (66); Chinese (Trad.) (66); Spanish (49); German (40); French (32); Russian (18); Portuguese (14); Swedish (12); Dutch (10); Japanese (4); Korean (4); Norwegian (4); Danish (3); Turkish (2); Arabic (1); Greek (1); Hebrew (1)	/Attraction_Review-g186338-d194290-Reviews-Highgate_Cemetery-London_England.html
