num	attraction	duration	hours	description
880	Rowley Gallery	Suggested Duration: < 1 hour	Closed Now Mon - Fri10:00 AM - 6:00 PMSat11:00 AM - 4:30 PMHours Hours Today: 10:00 AM - 6:00 PM	"missing"
881	Annely Juda Fine Art	"missing"	Closed Now Mon - Fri10:00 AM - 6:00 PMSat11:00 AM - 5:00 PMHours Hours Today: 10:00 AM - 6:00 PM	"missing"
882	Statue of General Sir James Outram	Suggested Duration: < 1 hour	"missing"	"missing"
883	Belgrave Square Garden	Suggested Duration: < 1 hour	"missing"	"missing"
884	Bessborough Gardens	Suggested Duration: < 1 hour	"missing"	"missing"
885	Percival David Foundation of Chinese Art	"missing"	"missing"	"missing"
886	Ducketts Common	Suggested Duration: 2-3 hours	"missing"	"missing"
887	St Peter's Barge	"missing"	"missing"	"missing"
888	Masala Kitchen	Suggested Duration: More than 3 hours	Closed Now Sun2:00 PM - 10:30 PMMon - Sat5:00 PM - 11:00 PMHours Hours Today: 5:00 PM - 11:00 PM	"missing"
889	Adm Of Fleet Earl Mountbatten Of Burma Statue	Suggested Duration: < 1 hour	"missing"	"missing"
890	Tossed	"missing"	Closed Now Sun12:00 PM - 6:00 PMMon - Wed10:00 AM - 9:00 PMThu - Fri9:00 AM - 10:00 PMSat9:00 AM - 9:00 PMHours Hours Today: 10:00 AM - 9:00 PM	"missing"
891	Crabtree Fields	"missing"	"missing"	"missing"
892	Origin Gallery	Suggested Duration: < 1 hour	Closed Now Sun - Sat10:30 AM - 5:30 PMHours Hours Today: 10:30 AM - 5:30 PM	"missing"
893	Outdoors in the City	"missing"	"missing"	The Brede Arkless Outdoors in the City Centre is a unique facility offering the thrills, challenges and excitement of the great outdoors in inner city Newham, close to Canary Wharf.Facilities range from abseiling to zip wires, via archery, bushcraft, high ropes, orienteering, climbing, BMX and more.Great for school groups, corporate team-building, youth groups, birthday parties and even hen and stag do's! Regular events and evening classes for individuals and family visits.
894	Hahn/Cock Sculpture	"missing"	"missing"	"missing"
895	Holy Trinity Barnes	Suggested Duration: 1-2 hours	"missing"	"missing"
896	Visions of the Universe exhibition	"missing"	"missing"	"missing"
897	Russian Patriarchal Orthodox cathedral	"missing"	"missing"	"missing"
898	Ambika P3	Suggested Duration: 1-2 hours	"missing"	"missing"
899	St. Dominic's Priory Church	Suggested Duration: < 1 hour	"missing"	"missing"
900	St Andrews Undershaft	Suggested Duration: < 1 hour	"missing"	"missing"
901	Turner Art Prize Exposition	"missing"	"missing"	"missing"
902	The Barnes Trail	"missing"	"missing"	"missing"
903	Conway Hall	Suggested Duration: 1-2 hours	"missing"	"missing"
904	James Abbott McNeill Whistler Statue	Suggested Duration: < 1 hour	"missing"	"missing"
905	Old Town Hall Stratford	Suggested Duration: 2-3 hours	"missing"	"missing"
906	Joseph Brodsky Memorial Plaque	Suggested Duration: < 1 hour	"missing"	"missing"
908	Bazaar at the Arcola Theatre	Suggested Duration: 2-3 hours	"missing"	"missing"
909	Jimmy Cauty's Model Village	Suggested Duration: < 1 hour	"missing"	"missing"
910	St Marks Dalston	Suggested Duration: 1-2 hours	"missing"	"missing"
911	St. Anne's Lutheran Church	Suggested Duration: 1-2 hours	Closed Now Sun11:00 AM - 2:00 PMMon - Fri10:00 AM - 6:00 PMHours Hours Today: 10:00 AM - 6:00 PM	"missing"
912	Atomica Gallery	Suggested Duration: < 1 hour	"missing"	"missing"
913	St James's Church	Suggested Duration: 1-2 hours	"missing"	"missing"
914	Statue of King Richard the Lionheart	"missing"	"missing"	"missing"
915	Putney Arts Theatre	"missing"	"missing"	"missing"
916	Greenwood Theatre	Suggested Duration: 2-3 hours	Closed Now Mon - Fri9:00 AM - 5:00 PMHours Hours Today: 9:00 AM - 5:00 PM	The Greenwood Theatre is a multi-use 450 seat theatre used by King's College London for lectures and student shows and is also available to hire by external clients.
917	Chapter House and Pyx Chamber	Suggested Duration: 1-2 hours	Closed Now Mon - Fri10:00 AM - 4:30 PMSat10:00 AM - 2:30 PMHours Hours Today: 10:00 AM - 4:30 PM	"missing"
918	London's First Drinking Fountain	Suggested Duration: < 1 hour	"missing"	"missing"
919	Chiosco	"missing"	"missing"	"missing"
920	Hanover Square	"missing"	"missing"	"missing"
921	Gladstone Monument	Suggested Duration: < 1 hour	"missing"	"missing"
922	Belarusian St Cyril of Turau Church in London	Suggested Duration: < 1 hour	Closed Sun10:30 AM - 12:30 PMHours Hours Today: Closed	"missing"
923	St Paul's Church Gardens	"missing"	"missing"	"missing"
924	Old Church Garden	"missing"	"missing"	"missing"
925	Ukrainian Catholic Cathedral of the Holy Family	"missing"	"missing"	"missing"
926	Galerie Thaddaeus Ropac	"missing"	"missing"	"missing"
927	South Western Railway	"missing"	"missing"	"missing"
928	St Benet Paul's Wharf	Suggested Duration: < 1 hour	"missing"	"missing"
929	St Mary's Church	"missing"	"missing"	"missing"
930	The Old Burial Ground	"missing"	"missing"	"missing"
931	Sh! Women's Emporium	Suggested Duration: < 1 hour	Closed Now Mon - Fri10:00 AM - 7:00 PMSat - Sun11:00 AM - 7:00 PMHours Hours Today: 10:00 AM - 7:00 PM	"missing"
932	Movie Poster Art Gallery	"missing"	Closed Now Mon - Fri11:00 AM - 6:00 PMHours Hours Today: 11:00 AM - 6:00 PM	"missing"
933	Haven Green	Suggested Duration: < 1 hour	"missing"	"missing"
934	Central Saint Gilles	"missing"	"missing"	"missing"
935	St. Gabriel's Church	Suggested Duration: < 1 hour	Closed Sun8:00 AM - 6:45 PMHours Hours Today: Closed	"missing"
936	Cannizaro Park	"missing"	"missing"	"missing"
937	Paddington Basin	"missing"	"missing"	"missing"
938	The Space	"missing"	"missing"	"missing"
939	Two Men on a Bench	"missing"	"missing"	"missing"
940	Princess Alice Disaster Memorial	"missing"	"missing"	"missing"
941	Geraldine Mary Harmsworth Park	"missing"	"missing"	"missing"
942	Bela Bartok Memorial Kensington	"missing"	"missing"	"missing"
943	St. Augustine Queens Gate	Suggested Duration: < 1 hour	"missing"	"missing"
944	Redfern Gallery	"missing"	"missing"	"missing"
945	Roman Black Gallery	"missing"	"missing"	"missing"
946	Norton Folgate Alms Houses	"missing"	"missing"	"missing"
947	Artillery Passage	"missing"	"missing"	"missing"
948	The Inner Temple Library	Suggested Duration: < 1 hour	"missing"	"missing"
949	Capital Art Gallery	Suggested Duration: < 1 hour	"missing"	"missing"
950	Our Most Holy Redeemer & S. Thomas More Catholic Church	"missing"	"missing"	"missing"
951	Drury Lane Gardens	Suggested Duration: < 1 hour	"missing"	"missing"
952	Chats Palace	"missing"	"missing"	"missing"
953	Tom Cribbs memorial	"missing"	"missing"	"missing"
954	St Mary's Stoke Newington	"missing"	Closed Now Sun - Sat8:00 AM - 6:00 PMHours Hours Today: 8:00 AM - 6:00 PM	"missing"
955	Roundwood Park	Suggested Duration: 1-2 hours	"missing"	"missing"
956	Eagle Squadrons Memorial	Suggested Duration: < 1 hour	"missing"	"missing"
957	Sir Henry Wilson Bart	Suggested Duration: < 1 hour	"missing"	"missing"
958	Queen Caroline's Temple	Suggested Duration: < 1 hour	"missing"	"missing"
959	The Temple Gallery	Suggested Duration: < 1 hour	Closed Now Mon - Fri10:00 AM - 6:00 PMHours Hours Today: 10:00 AM - 6:00 PM	"missing"
960	Mile End Park	Suggested Duration: 1-2 hours	"missing"	"missing"
961	Kachette	Suggested Duration: 2-3 hours	"missing"	"missing"
962	De Morgan Centre	Suggested Duration: 1-2 hours	Closed Now Tue - Fri1:00 PM - 5:00 PMSat11:00 AM - 5:00 PMHours Hours Today: 1:00 PM - 5:00 PM	"missing"
963	Holy Trinity Eltham	Suggested Duration: < 1 hour	"missing"	"missing"
964	Baroness Burdett Coutts Drinking Fountain	"missing"	"missing"	"missing"
965	Van Gogh Exhibition	"missing"	"missing"	"missing"
966	St George in the East Church	Suggested Duration: < 1 hour	"missing"	"missing"
967	Will To Win Tennis - Regents Park	"missing"	"missing"	"missing"
968	Leg O Mutton Reservoir	Suggested Duration: 1-2 hours	Open Now Sun - Sat12:00 AM - 11:59 PMHours Hours Today: 12:00 AM - 11:59 PM	"missing"
969	Atom Gallery	Suggested Duration: < 1 hour	Closed Wed - Sat11:00 PM - 6:00 PMHours Hours Today: Closed	"missing"
970	Druid St Market	Suggested Duration: 2-3 hours	Closed Sat10:00 AM - 4:00 PMHours Hours Today: Closed	"missing"
971	Centre of the Cell	Suggested Duration: 1-2 hours	"missing"	"missing"
972	St Georges Garrison Church	Suggested Duration: < 1 hour	"missing"	"missing"
973	Albion Riverside	Suggested Duration: < 1 hour	"missing"	"missing"
974	The Graffiti Life Gallery	"missing"	Closed Now Sun11:00 AM - 4:00 PMMon - Fri12:00 PM - 4:00 PMHours Hours Today: 12:00 PM - 4:00 PM	"missing"
975	Well street market	"missing"	Closed Sat10:00 AM - 4:00 PMHours Hours Today: Closed	"missing"
976	Oasis Farm Waterloo	"missing"	"missing"	"missing"
977	Leeke Street	Suggested Duration: < 1 hour	"missing"	"missing"
978	Camberwell Old Cemetary	Suggested Duration: < 1 hour	"missing"	"missing"
979	Wendell Park Market	Suggested Duration: 1-2 hours	"missing"	"missing"
980	Kynance Mews	Suggested Duration: < 1 hour	"missing"	"missing"
981	Phoenix Garden	Suggested Duration: < 1 hour	"missing"	"missing"
982	Kenley Common	Suggested Duration: 1-2 hours	"missing"	"missing"
983	Zari Gallery	Suggested Duration: < 1 hour	Closed Now Mon - Fri9:00 AM - 6:00 PMSat9:00 AM - 1:00 PMHours Hours Today: 9:00 AM - 6:00 PM	"missing"
984	The Temple	Suggested Duration: < 1 hour	"missing"	"missing"
985	Canonbury Grove	"missing"	"missing"	"missing"
986	Palewell Common and Fields	Suggested Duration: 2-3 hours	"missing"	"missing"
987	Potterton Books	Suggested Duration: < 1 hour	Closed Now Mon - Sat10:00 AM - 6:00 PMHours Hours Today: 10:00 AM - 6:00 PM	"missing"
988	City Business Library	"missing"	Closed Now Mon - Sat9:30 AM - 5:00 PMHours Hours Today: 9:30 AM - 5:00 PM	"missing"
989	Alfred Hitchcock Mosaics -Leytonstone tube station	"missing"	"missing"	"missing"
990	The Danish Church of St Katharine's	Suggested Duration: < 1 hour	Closed Now Sun10:00 AM - 3:00 PMTue - Fri9:00 AM - 1:00 PMSat12:00 PM - 3:00 PMHours Hours Today: 9:00 AM - 1:00 PM	"missing"
991	Garden Suburb Theatre	Suggested Duration: 2-3 hours	"missing"	"missing"
992	St. Peter the Apostle	Suggested Duration: < 1 hour	"missing"	"missing"
993	The Abercorn Arms, Teddington	"missing"	Closed Now Sun12:00 PM - 10:30 PMMon - Sat11:30 AM - 11:00 PMHours Hours Today: 11:30 AM - 11:00 PM	"missing"
994	Weird Beard	Suggested Duration: 1-2 hours	"missing"	"missing"
995	Bramley's Big Adventure	"missing"	Closed Now Mon - Fri10:00 AM - 6:00 PMSat - Sun10:00 AM - 6:30 PMHours Hours Today: 10:00 AM - 6:00 PM	"missing"
996	Serena Morton 11 Gallery	Suggested Duration: < 1 hour	"missing"	"missing"
997	Royal Pharmaceutical Society Museum	"missing"	"missing"	"missing"
998	Eames Fine Art	Suggested Duration: < 1 hour	"missing"	"missing"
999	South London Botanical Institute	"missing"	"missing"	"missing"
1000	Clapton Pond	"missing"	"missing"	"missing"
1001	The Home Office Building	Suggested Duration: < 1 hour	"missing"	"missing"
1002	Thackeray Gallery	"missing"	Closed Now Tue - Fri10:00 AM - 6:00 PMSat11:00 AM - 4:00 PMHours Hours Today: 10:00 AM - 6:00 PM	"missing"
1003	My Old Dutch	Suggested Duration: < 1 hour	"missing"	"missing"
1004	Sidmouth Park	"missing"	"missing"	"missing"
1005	Walthamsow Reservoirs	"missing"	"missing"	"missing"
1006	Old Ford Lock at Bow Wharf Canalside	"missing"	"missing"	"missing"
1007	Thames Baths Lido	Suggested Duration: More than 3 hours	"missing"	"missing"
1008	Britain's Museum of Popular Music	Suggested Duration: < 1 hour	"missing"	"missing"
1009	Anerley Methodist Church	"missing"	"missing"	"missing"
1010	Windrush Square	"missing"	"missing"	"missing"
1011	St. Mark’s	"missing"	"missing"	"missing"
1012	Willesden Jewish Cemetery	"missing"	Closed Now Sun - Thu9:00 AM - 5:00 PMFri9:00 AM - 4:00 PMHours Hours Today: 9:00 AM - 5:00 PM	"missing"
1013	Maryon Park	"missing"	"missing"	"missing"
1014	Heathrow Travel Information Centre	Suggested Duration: < 1 hour	"missing"	"missing"
1015	Partizan Brewing	Suggested Duration: < 1 hour	Closed Sat11:00 AM - 8:00 PMHours Hours Today: Closed	"missing"
1016	Statue of John Wesley	Suggested Duration: < 1 hour	"missing"	"missing"
1017	King's Cross Methodist Church	Suggested Duration: 2-3 hours	"missing"	"missing"
1018	Bomber Harris Memorial	Suggested Duration: < 1 hour	"missing"	"missing"
1019	Knights Templar Column	"missing"	"missing"	"missing"
1020	Nine Elms Sunday Market	Suggested Duration: 1-2 hours	"missing"	"missing"
1021	St Andrew's Gardens	"missing"	"missing"	"missing"
1022	Church of St. Botolph without Bishopsgate	Suggested Duration: 1-2 hours	"missing"	"missing"
1023	Cortesi Gallery London	Suggested Duration: < 1 hour	"missing"	"missing"
1024	Tyburn Convent	"missing"	"missing"	"missing"
1025	Blackwall Tunnel	"missing"	"missing"	"missing"
1026	The Jubilee Greenway	Suggested Duration: More than 3 hours	"missing"	"missing"
1027	Holborn Viaduct	Suggested Duration: < 1 hour	"missing"	"missing"
1028	Red Lion Square Gardens	Suggested Duration: < 1 hour	"missing"	"missing"
1029	The Museum of Wimbledon	"missing"	"missing"	"missing"
1030	Walpole cinema facade	Suggested Duration: < 1 hour	"missing"	"missing"
1031	Wembley Park	Suggested Duration: More than 3 hours	"missing"	Wembley Park is London's newest creative district and home to Wembley Arena, the SSE Arena Wembley and London Designer Outlet (LDO)which includes 70 high street outlet stores, restaurants, bars, coffee shops and a 9‐screen Cineworld cinema. This neighbourhood also has a 361 room 4 star Hilton Hotel, 1,400 new homes, affordable studio space for hire plus, much, much more.
1032	Holy Trinity Church	"missing"	Closed Now Wed12:00 PM - 6:00 PMThu - Tue8:00 AM - 6:00 PMHours Hours Today: 8:00 AM - 6:00 PM	"missing"
1033	The Penny Panther	Suggested Duration: < 1 hour	"missing"	"missing"
1034	Jumping Jacks Play Cafe	"missing"	"missing"	"missing"
1035	FreeFit	"missing"	"missing"	"missing"
1036	St John's Wood Church	Suggested Duration: < 1 hour	"missing"	"missing"
1037	Putney Vale Cemetery	Suggested Duration: 2-3 hours	"missing"	"missing"
1038	St. Mary's Church	"missing"	"missing"	"missing"
1039	St. Anne's Church, Limehouse	Suggested Duration: < 1 hour	"missing"	"missing"
1040	Cartwright Gardens	Suggested Duration: 1-2 hours	"missing"	"missing"
1041	St Peter's Church	Suggested Duration: < 1 hour	"missing"	"missing"
1042	Corpus Christi Catholic Church	"missing"	"missing"	"missing"
1043	Emily Pankhurst Statue	Suggested Duration: < 1 hour	"missing"	"missing"
1044	Hampstead Food Market	Suggested Duration: < 1 hour	Closed Sat10:00 AM - 3:00 PMHours Hours Today: Closed	"missing"
1045	The Sidings N21	Suggested Duration: 1-2 hours	Closed Sun9:00 AM - 2:00 PMHours Hours Today: Closed	"missing"
1046	St Stephen's Church	"missing"	"missing"	"missing"
1047	Middlesex Guildhall	"missing"	"missing"	"missing"
1048	Swiss Cottage Climbing Centre	"missing"	Closed Now Mon11:00 AM - 9:00 PMTue11:00 AM - 9:30 PMWed - Fri11:00 AM - 9:00 PMSat - Sun9:00 AM - 6:00 PMHours Hours Today: 11:00 AM - 9:30 PM	"missing"
1049	Dana Centre	"missing"	"missing"	"missing"
1050	Eltham Parish Church	"missing"	"missing"	"missing"
1051	Whittington Park	Suggested Duration: 1-2 hours	"missing"	"missing"
1052	Nederlandse Kerk	Suggested Duration: < 1 hour	Closed Now Mon - Fri10:00 AM - 4:00 PMHours Hours Today: 10:00 AM - 4:00 PM	"missing"
1053	St Mary's Secret Garden	Suggested Duration: < 1 hour	"missing"	"missing"
1054	St. Augustine's Tower	Suggested Duration: < 1 hour	"missing"	"missing"
1055	St. Philip's Church	Suggested Duration: < 1 hour	Closed Now Sun10:30 AM - 12:00 PMMon - Tue8:00 AM - 9:00 AMHours Hours Today: 8:00 AM - 9:00 AM	"missing"
1056	St Georges RC Cathedral	"missing"	"missing"	"missing"
1057	Russian National Tourist Office	Suggested Duration: More than 3 hours	"missing"	"The Best of Russia in 7 days: Moscow and St. Petersburg
A fascinating tour which focuses around two of Russia''s most important cities, Moscow and St Petersburg. Vibrant capital Moscow offers a range of impressive cultural and historical attractions. Quieter but no less fascinating, Russian''s former capital St Petersburg is also bound to impress with its lavish palaces, broad avenues and canals"
1058	Eltham Park South	Suggested Duration: 1-2 hours	"missing"	"missing"
1059	Metropolitan Tabernacle Baptist Church at Elephant and Castle	Suggested Duration: 1-2 hours	"missing"	"missing"
1060	Peasants' Revolt Plaque	"missing"	Open Now Sun - Sat12:00 AM - 11:59 PMHours Hours Today: 12:00 AM - 11:59 PM	"missing"
1061	Crosby Hall	Suggested Duration: < 1 hour	"missing"	"missing"
1062	Kensington Temple	Suggested Duration: < 1 hour	"missing"	"missing"
1063	St Katherine Cree	"missing"	"missing"	"missing"
1064	Church of Saint Anselm & Saint Cecilia	Suggested Duration: < 1 hour	"missing"	"missing"
1065	Church of St James the Less	Suggested Duration: < 1 hour	"missing"	"missing"
1066	Great Eastern Railway War Memorial	Suggested Duration: < 1 hour	"missing"	"missing"
1067	Resistance Gallery	"missing"	"missing"	"missing"
1068	The Dockers Sculpture	Suggested Duration: < 1 hour	"missing"	"missing"
1069	St Edmund, King and Martyr Church	"missing"	Closed Now Sun - Sat8:00 AM - 6:00 PMHours Hours Today: 8:00 AM - 6:00 PM	"missing"
1070	O2 Shop	Suggested Duration: < 1 hour	Closed Now Mon - Fri10:00 AM - 10:00 PMSat - Sun12:00 PM - 6:00 PMHours Hours Today: 10:00 AM - 10:00 PM	"missing"
1071	St George's Campden Hill	"missing"	"missing"	"missing"
1072	RHS Lindley Library	Suggested Duration: < 1 hour	"missing"	"missing"
1073	Lord Portal of Hungerford	Suggested Duration: < 1 hour	"missing"	"missing"
1074	Peckham Platform	Suggested Duration: < 1 hour	Closed Wed - Fri11:00 AM - 6:00 PMSat - Sun10:00 AM - 5:00 PMHours Hours Today: Closed	"missing"
1075	Bramford Gardens	Suggested Duration: 1-2 hours	"missing"	"missing"
1076	Wanstead Flats Playing Fields	Suggested Duration: 1-2 hours	"missing"	"missing"
1077	Brockley and Ladywell Cemeteries	"missing"	"missing"	"missing"
1078	Hermitage Rooms at Somerset House	"missing"	"missing"	The Hermitage Rooms at Somerset House is a branch of St. Petersburg's State Hermitage Museum that offers rotating exhibitions drawn from the Russian museum. At Somerset House the focus is on telling the story of royal life through rare objects that include medals, jewelry, portraits, porcelain, and furniture.
1079	London Fo Guang Shan Temple	"missing"	Closed Now Sun9:30 AM - 5:00 PMMon - Thu9:30 AM - 12:00 PM12:40 PM - 5:00 PMSat9:30 AM - 12:00 PM12:45 PM - 5:00 PMHours Hours Today: 9:30 AM - 12:00 PM, 12:40 PM - 5:00 PM	"missing"
1080	Speke Monument	"missing"	Closed Now Sun - Sat6:00 AM - 9:00 PMHours Hours Today: 6:00 AM - 9:00 PM	"missing"
1081	Sir Hugh Myddelton Statue	Suggested Duration: < 1 hour	"missing"	"missing"
1082	Thames Galleries	"missing"	"missing"	"missing"
1083	Chelsea Affiliated Synagogue	Suggested Duration: < 1 hour	"missing"	"missing"
1084	London Underwriting Centre	"missing"	"missing"	"missing"
1085	Hamilton's	"missing"	"missing"	Gallery that exhibits innovative and unique photography.
1086	Studio Fusion Gallery	Suggested Duration: < 1 hour	"missing"	Studio Fusion Gallery exhibit a unique range of exciting contemporary jewellery in diverse materials including gold and silver, plastics, 3D printing, leather, enamel, aluminium, wood and paper. Throughout the year we have a diverse program of exhibitions featuring new artists from the UK and abroad. Visit us and be inspired by this ever-changing selection.
1087	Pangolin London	Suggested Duration: < 1 hour	"missing"	"missing"
1088	St. Pius X Catholic Church	Suggested Duration: < 1 hour	"missing"	"missing"
1089	Streatham Ice and Leisure Centre	Suggested Duration: 1-2 hours	Closed Now Mon - Fri6:00 AM - 10:00 PMSat - Sun8:00 AM - 7:00 PMHours Hours Today: 6:00 AM - 10:00 PM	"missing"
1090	The Reel Poster Gallery	"missing"	"missing"	"missing"
1091	Rupert Cavendish	"missing"	Closed Now Mon - Sat10:00 AM - 6:00 PMHours Hours Today: 10:00 AM - 6:00 PM	"missing"
1092	New Caledonian Market	"missing"	"missing"	"missing"
1093	Freightliners City Farm	Suggested Duration: 1-2 hours	"missing"	"missing"
1094	Parson's Green Farmers' Market	"missing"	Closed Sun10:00 AM - 2:00 PMHours Hours Today: Closed	"missing"
1095	Goethe Institute	"missing"	"missing"	"missing"
1096	Quantum Cloud (sculpture).	Suggested Duration: < 1 hour	"missing"	"missing"
1097	Finsbury Square	Suggested Duration: < 1 hour	"missing"	"missing"
1098	Sutton Junior Tennis Club	"missing"	"missing"	"missing"
1099	Prince Henry's Room	"missing"	"missing"	"missing"
1100	Dolphin Swimming Club	"missing"	"missing"	"missing"
1101	Aladdins	Suggested Duration: < 1 hour	"missing"	"missing"
1102	Grosvenor Prints	"missing"	Closed Now Mon - Fri10:00 AM - 6:00 PMHours Hours Today: 10:00 AM - 6:00 PM	"missing"
1103	Storeys	Suggested Duration: 1-2 hours	"missing"	"missing"
1104	Crofton Park Library	"missing"	Closed Now Mon9:00 AM - 5:00 PMTue9:00 AM - 7:00 PMThu9:00 AM - 7:00 PMFri9:00 AM - 1:00 PMSat9:00 AM - 5:00 PMHours Hours Today: 9:00 AM - 7:00 PM	"missing"
1105	FA Premier League Hall of Fame	"missing"	"missing"	"missing"
1106	50 St James	"missing"	"missing"	"missing"
1107	Altab Ali Park	Suggested Duration: < 1 hour	"missing"	"missing"
1108	St Cuthbert’s Church	Suggested Duration: 1-2 hours	"missing"	"missing"
1176	The House Of Fine Art	Suggested Duration: 1-2 hours	"missing"	The House of Fine Art (HOFA) Gallery offers a wide range of services to meet the needs of both residential and corporate clients. With our curators and art experts, we are collecting and searching art to bring the finest selection of established artists to the podium at an international level. Our collection primarily consists of leading original works of art featuring a multitude of genres.
1180	Statue of Hugh Dowding	"missing"	"missing"	"missing"
1181	General Sikorski statue - Portland Place	"missing"	"missing"	"missing"
1109	The View	Suggested Duration: 1-2 hours	"missing"	The View is the perfect place to start a day out in the Forest, with maps, helpful staff, frequent events, and two waymarked trails starting at the back door! While you're there, you can learn the story of Epping Forest through our interactive displays, check out our regular art and history exhibitions. The View is designed to welcome all visitors. The building isfully wheelchair accessibleand other features include: Hearing loop Sensor-operated front glass doors Lift to the first floor Unisex accessible toilet Large print versions of displays Front of house staff members who are happy to help The View tells the story of Epping Forest through fun, interactive exhibitions on wildlife, the history of the Forest, and its role in the community. Our exhibition space hosts a range of art collections and historical interpretation all year round, which take the Forest as their main theme. Finally, don't miss out on the spectacular view over Epping Forest from our famous balcony, which gave The View its name!
1110	Viscount Palmerston Statue	Suggested Duration: < 1 hour	"missing"	"missing"
1111	Royal Arsenal Farmers' Market	"missing"	"missing"	"missing"
1112	Sussex Gardens Open Space	Suggested Duration: < 1 hour	"missing"	"missing"
1113	Old Gloucester Street Garden	Suggested Duration: < 1 hour	"missing"	"missing"
1114	Lady Henry Somerset Memorial	"missing"	"missing"	"missing"
1115	Statue of John Stuart Mill	"missing"	"missing"	"missing"
1116	Sladmore Gallery	Suggested Duration: < 1 hour	"missing"	"missing"
1117	Ditton Park	"missing"	"missing"	"missing"
1118	High Street	"missing"	"missing"	"missing"
1119	Southeastern	"missing"	"missing"	"missing"
1120	Princes Arcade	Suggested Duration: < 1 hour	"missing"	"missing"
1121	Ridley Road Market	Suggested Duration: 1-2 hours	Closed Now Mon - Sat6:00 AM - 6:00 PMHours Hours Today: 6:00 AM - 6:00 PM	"missing"
1122	Lordship Recreation Ground	"missing"	"missing"	"missing"
1123	Museum of Soho	Suggested Duration: < 1 hour	"missing"	"missing"
1124	Fruit & Veg Fresh Smoothie	Suggested Duration: More than 3 hours	"missing"	"missing"
1125	Abbott's Park	"missing"	"missing"	"missing"
1126	The Georgian Squares of London	"missing"	"missing"	"missing"
1127	East End gallery-hopping	"missing"	"missing"	"missing"
1128	The london stone	Suggested Duration: < 1 hour	"missing"	"missing"
1129	The hot box	"missing"	"missing"	"missing"
1130	Broad Street Cholera Pump	Suggested Duration: < 1 hour	"missing"	"missing"
1131	Sutcliffe Park	Suggested Duration: < 1 hour	"missing"	"missing"
1132	Sunnamusk	Suggested Duration: < 1 hour	"missing"	"missing"
1133	The Eltham Centre	"missing"	"missing"	"missing"
1134	Earls Court Exhibition Center	"missing"	"missing"	"missing"
1135	Southmere Park	"missing"	"missing"	"missing"
1136	Museum of Architecture	Suggested Duration: < 1 hour	"missing"	"missing"
1137	Euston Square Gardens	Suggested Duration: < 1 hour	"missing"	"missing"
1138	Chelsea Sports Centre	"missing"	Closed Now Sun8:00 AM - 10:00 PMMon - Fri6:30 AM - 10:00 PMSat8:00 AM - 8:00 PMHours Hours Today: 6:30 AM - 10:00 PM	"missing"
1139	Whitfield Fine Art	"missing"	Closed Now Mon - Fri9:00 AM - 5:00 PMHours Hours Today: 9:00 AM - 5:00 PM	"missing"
1140	Pancras Square Leisure Centre	"missing"	Closed Now Mon - Fri6:30 AM - 10:00 PMSat - Sun8:00 AM - 8:00 PMHours Hours Today: 6:30 AM - 10:00 PM	"missing"
1141	Southeastern Railway	Suggested Duration: 1-2 hours	"missing"	"missing"
1142	Crystal Palace National Sports Centre	"missing"	"missing"	"missing"
1143	East Ham Market Hall	"missing"	"missing"	"missing"
1144	Kinetica Museum	"missing"	"missing"	"missing"
1145	Toynbee Studios	"missing"	"missing"	"missing"
1146	Werner Gallery	Suggested Duration: < 1 hour	"missing"	"missing"
1147	Highbury Pool	"missing"	Closed Now Sun7:30 AM - 10:00 PMMon - Fri6:30 AM - 10:00 PMSat7:30 AM - 7:30 PMHours Hours Today: 6:30 AM - 10:00 PM	"missing"
1148	Magda Danysz Gallery	Suggested Duration: < 1 hour	"missing"	"missing"
1149	Waterfront Leisure Centre	"missing"	Closed Now Mon - Fri7:00 AM - 10:30 PMSat - Sun8:00 AM - 9:30 PMHours Hours Today: 7:00 AM - 10:30 PM	"missing"
1150	Ben Oakley Gallery	"missing"	"missing"	"missing"
1151	Westminster PT Academy	Suggested Duration: More than 3 hours	"missing"	"missing"
1152	The Coronet	Suggested Duration: More than 3 hours	"missing"	"missing"
1153	Queen Mother Sports Centre	"missing"	Closed Now Mon - Fri6:30 AM - 10:00 PMSat - Sun8:00 AM - 8:00 PMHours Hours Today: 6:30 AM - 10:00 PM	"missing"
1154	Pirates Playhouse	"missing"	"missing"	"missing"
1155	Excess Baggage Company	Suggested Duration: < 1 hour	"missing"	"missing"
1156	Hornsey Town Hall Arts Centre	Suggested Duration: 2-3 hours	"missing"	"missing"
1157	Jurassic Kingdom	Suggested Duration: 1-2 hours	"missing"	"missing"
1158	Millicent Fawcett Statue	Suggested Duration: < 1 hour	"missing"	"missing"
1159	Camden High Street	Suggested Duration: < 1 hour	"missing"	"missing"
1160	Philip Mould & Co	Suggested Duration: 1-2 hours	Closed Now Mon - Fri9:30 AM - 6:00 PMHours Hours Today: 9:30 AM - 6:00 PM	"missing"
1161	Flowers Gallery	Suggested Duration: < 1 hour	Closed Now Mon - Sat10:00 AM - 6:00 PMHours Hours Today: 10:00 AM - 6:00 PM	"missing"
1162	Swiss Cottage Farmers' Market	"missing"	"missing"	"missing"
1163	London Sri Mahalakshmi Temple	Suggested Duration: < 1 hour	"missing"	"missing"
1164	Sprueth Magers	"missing"	"missing"	"missing"
1165	Architectural Association School of Architecture	"missing"	"missing"	"missing"
